1,12.32
2,12.18
3,12.42
4,12.57
5,12.52
6,12.38
7,11.98
8,12.15
9,13.09
10,13.53
11,13.35
12,13.31
13,12.89
14,12.47
15,12.38
16,12.28
17,12
18,13.09
19,13.16
20,13.48
21,12.25
22,12.38
23,12.37
24,12.82
25,12.92
26,12.68
27,12.89
28,12.69
29,12.36
30,12.24
31,12.39
32,12.15
33,12.6
34,12.43
35,12.77
36,11.78
37,12.11
38,12.4
39,12.3
40,12.63
41,12.63
42,12.55
43,12.81
44,12.68
45,12.95
46,13.13
47,13.17
48,12.77
49,12.62
50,12.52
51,12.39
52,12.35
53,12.15
54,12.42
55,12.4
56,12.15
57,12.18
58,12.88
59,12.8
60,12.73
61,12.38
62,12
63,11.99
64,11.92
65,11.91
66,11.78
67,11.65
68,11.52
69,11.3
70,11.41
71,11.52
72,11.94
73,12.09
74,11.88
75,11.99
76,12.2
77,12.33
78,12.16
79,11.94
80,12.05
81,12.23
82,11.54
83,11.27
84,11.24
85,11.39
86,11.45
87,11.37
88,11.26
89,11.47
90,11.46
91,11.67
92,11.34
93,11.05
94,11.11
95,11.05
96,11.15
97,11.09
98,11.16
99,11.05
100,10.91
101,11.19
102,11.34
103,11.29
104,11.12
105,11.01
106,11.29
107,11.52
108,11.3
109,11.49
110,10.83
111,10.6
112,10.55
113,10.5
114,10.2
115,9.6
116,9.93
117,10.23
118,10.17
119,10.07
120,10.75
121,10.96
122,10.97
123,11
124,10.73
125,10.76
126,10.84
127,10.86
128,10.91
129,11.02
130,11.1
131,11.02
132,10.92
133,11.08
134,11.39
135,11.16
136,11.04
137,10.99
138,10.83
139,10.79
140,10.6
141,10.56
142,10.72
143,10.59
144,11.07
145,11.18
146,11.45
147,10.95
148,10.79
149,10.8
150,11.23
151,11.26
152,10.97
153,10.72
154,10.43
155,11.35
156,11.57
157,11.78
158,11.73
159,11.62
160,12.77
161,12.93
162,12.95
163,13.36
164,13.63
165,15
166,15.1
167,15.09
168,14.12
169,13.41
170,13.07
171,11.88
172,11.79
173,11.6
174,11.4
175,12.19
176,12.28
177,11.97
178,11.68
179,11.67
180,11.62
181,11.79
182,11.75
183,11.73
184,11.46
185,11.52
186,11.08
187,11.09
188,11.04
189,11.94
190,12.21
191,12.1
192,11.95
193,12.13
194,11.95
195,11.62
196,12.25
197,12.73
198,14.14
199,14.37
200,14.35
201,13.4
202,13.41
203,13.49
204,13
205,13
206,13.18
207,13.22
208,13.52
209,13.51
210,13.19
211,13.32
212,12.57
213,11.43
214,11.14
215,10.81
216,10.78
217,10.44
218,10.14
219,10.17
220,10.43
221,10.33
222,10.46
223,10.23
224,9.79
225,9.78
226,10.09
227,10.23
228,9.97
229,10.01
230,9.7
231,9.55
232,9.63
233,9.04
234,8.42
235,8.64
236,8.7
237,8.36
238,8.48
239,8.48
240,8.43
241,8.81
242,9.04
243,9.58
244,9.65
245,9.58
246,9.72
247,9.82
248,9.99
249,9.77
250,9.22
251,9.14
252,8.88
253,9.2
254,9.28
255,9.36
256,9.16
257,8.85
258,8.57
259,8.7
260,9.37
261,9.27
262,9.25
263,9.99
264,10.85
265,11.37
266,11.27
267,11.19
268,11.09
269,10.79
270,10.64
271,10.37
272,10.23
273,10.13
274,10.01
275,10.29
276,11.34
277,10.92
278,10.91
279,11.1
280,11.4
281,11.78
282,12.03
283,11.5
284,11.8
285,11.91
286,11.91
287,11.78
288,11.57
289,11.87
290,10.79
291,10.65
292,10.14
293,9.8
294,9.74
295,9.95
296,10.11
297,10.12
298,10.13
299,10.43
300,9.9
301,10.22
302,10.16
303,10.13
304,10.24
305,10.39
306,9.93
307,10.28
308,10.16
309,9.86
310,9.61
311,9.68
312,9.67
313,9.21
314,8.37
315,8.46
316,8.97
317,9.18
318,8.98
319,9
320,8.7
321,8.6
322,8.25
323,8.68
324,8.59
325,8.66
326,8.85
327,8.8
328,8
329,8.44
330,7.8
331,7.09
332,6.92
333,6.93
334,6.85
335,6.54
336,6.64
337,6.66
338,6.73
339,6.75
340,6.74
341,6.74
342,6.44
343,6.21
344,6.36
345,6.83
346,6.82
347,6.74
348,6.96
349,6.91
350,6.67
351,6.73
352,6.83
353,6.79
354,6.89
355,7.44
356,7.83
357,8.57
358,9.07
359,9.1
360,8.87
361,8.84
362,9.05
363,8.9
364,8.98
365,9.01
366,9.17
367,9.32
368,8.92
369,8.74
370,8.78
371,8.86
372,8.68
373,8.48
374,8.49
375,8.34
376,8.3
377,8.36
378,8.3
379,8.28
380,8.33
381,8.51
382,8.37
383,7.82
384,7.98
385,8.04
386,8.06
387,7.91
388,7.9
389,7.75
390,7.8
391,8.18
392,8.08
393,8.54
394,8.62
395,8.49
396,8.52
397,8.56
398,8.48
399,8.87
400,9.36
401,9.17
402,8.34
403,8.19
404,8.41
405,8.39
406,8.73
407,8.83
408,8.8
409,9.11
410,9.13
411,9.67
412,9.83
413,9.95
414,9.99
415,10.15
416,10.4
417,10.23
418,10.27
419,10.16
420,10.07
421,10.27
422,10.58
423,10.74
424,10.29
425,10.23
426,10.11
427,10.3
428,10.18
429,10.27
430,10.45
431,10.64
432,9.89
433,9.23
434,9.01
435,8.97
436,9.19
437,9.1
438,8.99
439,9.02
440,8.79
441,8.81
442,8.89
443,9
444,8.87
445,9.23
446,9.38
447,9.16
448,9
449,9.2
450,9.21
451,8.81
452,8.6
453,8.55
454,8.72
455,8.7
456,8.37
457,8.17
458,8.25
459,8.25
460,8.19
461,7.99
462,7.94
