1,13.65
2,13.57
3,13.35
4,13.72
5,13.46
6,13.54
7,13.22
8,13.09
9,13.78
10,14.02
11,14.31
12,14.49
13,14.45
14,14.05
15,13.98
16,14
17,13.41
18,13.42
19,13.2
20,13.66
21,13.5
22,13.47
23,13.35
24,13.46
25,13.72
26,13.38
27,13.35
28,13.21
29,13.13
30,13.03
31,13.2
32,12.98
33,13.06
34,13.04
35,13.18
36,13.11
37,13.03
38,13.59
39,13.49
40,13.72
41,13.85
42,14.12
43,13.76
44,13.7
45,13.99
46,13.9
47,13.84
48,13.5
49,13.34
50,13.32
51,13.62
52,13.42
53,13.83
54,13.63
55,13.49
56,14.01
57,13.9
58,14.05
59,14.24
60,14.49
61,14.39
62,13.8
63,13.77
64,12.94
65,13.1
66,12.72
67,12.22
68,12.18
69,12.39
70,12.34
71,12.31
72,12.36
73,12.91
74,12.68
75,12.55
76,12.59
77,12.5
78,12.57
79,12.61
80,12.64
81,12.62
82,12.52
83,12.36
84,12.17
85,12.35
86,12.42
87,12.78
88,12.94
89,12.87
90,13.11
91,13.2
92,13.29
93,13.25
94,12.73
95,12.59
96,12.78
97,12.53
98,12.37
99,12.33
100,12.46
101,12.54
102,12.4
103,12.35
104,12.47
105,12.43
106,12.52
107,12.5
108,12.19
109,12.23
110,11.99
111,12.2
112,12.14
113,12.5
114,12.64
115,12.33
116,12.53
117,12.4
118,12.3
119,12.08
120,12.26
121,12.6
122,12.29
123,12.23
124,11.89
125,11.78
126,11.54
127,11.6
128,11.5
129,11.31
130,11.21
131,11.44
132,11.03
133,11.09
134,10.97
135,11.18
136,11.63
137,11.66
138,11.76
139,11.81
140,11.44
141,11.38
142,11.21
143,11.41
144,11.46
145,11.26
146,11.48
147,11.71
148,11.82
149,11.86
150,12
151,12.3
152,12.22
153,12.11
154,11.86
155,11.84
156,11.84
157,12.05
158,12.08
159,12.63
160,12.68
161,12.53
162,12.21
163,12.47
164,12.13
165,12.5
166,12.44
167,12.2
168,12.47
169,12.11
170,13.07
171,13.09
172,13.03
173,13.22
174,13.9
175,13.75
176,13.67
177,13.75
178,13.71
179,14.3
180,14.07
181,14.14
182,14.45
183,14.08
184,13.45
185,12.47
186,12.18
187,12.07
188,11.46
189,11.3
190,11.66
191,11.4
192,11.36
193,11.29
194,11.51
195,11.34
196,11.75
197,11.82
198,12.29
199,12.25
200,12.17
201,12.25
202,12.05
203,11.5
204,11.88
205,11.98
206,11.7
207,11.91
208,11.7
209,10.94
210,10.78
211,11.14
212,10.8
213,11.4
214,11.89
215,11.75
216,12.08
217,12.22
218,12.51
219,12.63
220,12.27
221,12.88
222,12.76
223,12.64
224,11.92
225,12.01
226,12.12
227,11.81
228,11.7
229,11.36
230,11.21
231,11.2
232,11
233,10.96
234,10.85
235,11.17
236,11.22
237,10.98
238,10.87
239,10.91
240,10.92
241,10.92
242,10.95
243,11.02
244,11.5
245,11.52
246,11.45
247,11.34
248,11.17
249,10.91
250,10.91
251,10.79
252,10.67
253,10.7
254,10.55
255,10.76
256,11
257,11.18
258,11.44
259,11.36
260,11.51
261,11.51
262,11.36
263,11.28
264,11.21
265,11.11
266,10.61
267,10.44
268,11.18
269,11.1
270,11.06
271,11.15
272,10.91
273,11.23
274,11.05
275,10.93
276,10.7
277,10.08
278,10.05
279,10.03
280,10.34
281,10.41
282,10.42
283,10.28
284,10.16
285,10.46
286,10.14
287,10.65
288,10.89
289,10.91
290,11.07
291,11.54
292,11.9
293,11.67
294,11.91
295,11.56
296,11.59
297,11.2
298,11.42
299,11.61
300,11.68
301,11.19
302,11.08
303,10.92
304,10.94
305,11
306,10.8
307,11.22
308,11.15
309,11.1
310,11.75
311,11.75
312,11.34
313,10.48
314,10.8
315,9.82
316,10.05
317,10.23
318,10
319,9.83
320,9.5
321,9.2
322,9.2
323,9.19
324,9.44
325,9.22
326,8.95
327,9.12
328,9.05
329,8.7
330,8.65
331,8.88
332,9.16
333,8.47
334,8.33
335,7.91
336,7.63
337,7.66
338,7.6
339,7.44
340,7.49
341,7.79
342,7.95
343,8.51
344,8.34
345,8.41
346,8.1
347,8.06
348,8.4
349,8.73
350,9.05
351,8.89
352,9.3
353,9.41
354,9.62
355,9.86
356,9.55
357,9.64
358,9
359,9.01
360,9.13
361,9.35
362,9.14
363,8.85
364,8.71
365,8.71
366,8.64
367,9.18
368,9.41
369,9.47
370,9.34
371,8.96
372,9.12
373,9.15
374,9.4
375,9.04
376,9.36
377,10.1
378,9.37
379,9.97
380,9.79
381,9.08
382,8.94
383,8.84
384,8.63
385,8.89
386,8.61
387,8.77
388,8.84
389,8.47
390,7.92
391,8
392,8.5
393,8.24
394,8.5
395,8.26
396,8.38
397,7.63
398,7.57
399,7.49
400,7.2
401,6.91
402,7.01
403,7.54
404,7.45
405,7.42
406,7.48
407,7.53
408,7.79
409,8.03
410,7.39
411,6.72
412,6.55
413,6.61
414,6.37
415,6.24
416,6.24
417,6.31
418,6.29
419,6.44
420,6.3
421,6.13
422,6.26
423,6.19
424,6.18
425,6.17
426,6.14
427,6.13
428,6.48
429,6.33
430,6.05
431,5.97
432,5.92
433,5.69
434,5.81
435,5.76
436,5.89
437,5.95
438,5.87
439,5.82
440,5.94
441,6.08
442,6.08
443,5.83
444,5.68
445,5.75
446,5.23
447,5.23
448,5.16
