1,319.29
2,296.83
3,234.35
4,192.35
5,149.36
6,128.95
7,144.35
8,154.12
9,151.41
10,151.11
11,147.37
12,134.48
13,100.17
14,82.26
15,82.26
16,84.4
17,92.55
18,103.18
19,108.77
20,105.24
21,102.68
22,96.04
23,70.88
24,72.23
25,73.27
26,53.96
27,42.53
28,38.44
29,36.21
30,35.59
31,28.27
32,20.04
33,17.52
34,16.26
35,16.42
36,16.26
37,15.07
38,14.75
39,14.64
40,14.56
41,14.62
42,14.4
43,13.91
44,13.54
45,12.98
46,11.89
47,11.78
48,11.65
49,11.51
50,11.36
51,11.06
52,9.65
53,9.28
54,7.78
55,7.26
56,5.56
57,5.21
58,5.05
59,5.11
60,4.6
61,3.95
62,3.57
63,3.36
64,1.3
65,1.3
66,2.6
67,2.72
68,2.63
69,2.61
70,2.57
71,1.75
72,1.63
73,1.39
74,1.34
75,1.29
76,1.26
77,1.25
78,1.26
79,1.29
80,1.39
81,1.37
82,0.9
